FID,Status,Narrative,Date_Time_,Quarter,Date_Time1,Location_1,Location_2,Location_3,Location_4,Location_5,Location_6,Location_7,Location_8,Location_9,Locatio_10,Locatio_11,Locatio_12,Func__Loca,Location_L,Locatio_13,Location_N,Actor_1__P,Actor_1__1,Actor_1__2,Actor_1__3,Actor_2__T,Actor_2__1,Actor_2__2,Actor_2__3,Act_OLD_1,Act_OLD_2,Act_OLD_3,Act_OLD_Mo,Act_1,Act_2,Act_3,Act_4,Act_Mode,NGO_Incide,Section,Region,Inserted_O,Inserted_1,Incident,lon,lat
846,Verified,"OAG operatives with rifles approached a farmland on foot, prompting farmers to flee. Afterwards, the operative stole five bicycles abandoned by the farmers.",12/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Zua,NGA13499, , , , ,Farmland,11.328393,13.851573, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,13/10/2022,16:49,nga:63483577,13.851573,11.328393
847,Verified,"GF/NAF conducted airstrikes against suspected OAG camps. The casualty figures were unknown. The airstrike was part of the ""Show No Mercy"" operation.",12/10/2022,4th,07:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Yale,NGA19722, , , , ,Minor Outpost or Camp (Any actor),11.707399,13.709149,Suspected OAG Camp,Government Forces,Airforce,Nigerian Air Force (NAF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Platforms,Airstrike, ,Perpetrated, , , ,12/10/2022,10:32,nga:63468ce0,13.709149,11.707399
848,Verified,"GF/NA acting on a tip-off, arrested one suspected OAG accomplice in the market.",12/10/2022,4th,07:00,Nigeria,nga,Yobe,NG036,Damaturu,NG036003,Kukareta,NGA100745, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.747213,12.051356,Market,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,12/10/2022,11:37,nga:6346992e,12.051356,11.747213
849,Verified,"Two OAG operatives approached a GF/NA position and surrendered. They handed over two rifles to GF and claimed to have arrived from Jubularam, Marte LGA.",12/10/2022,4th,06:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Ngala,NGA22844, , , , ,Minor Outpost or Camp (Any actor),12.340206,14.186725,Main IDP camp,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Misc. Events,Surrender, , ,Perpetrated, , , ,12/10/2022,12:25,nga:6346a49f,14.186725,12.340206
851,Verified,"OAG operatives with rifles collected 200,000 Naira as informal taxes from the residents. This followed a threat issued by the operatives on 11.10.22, demanding farming to pay 2,000 naira as informal tax.",12/10/2022,4th, ,Nigeria,nga,Borno,NG008,Mafa,NG008019,Ladin Mbuta,NGA100655, , , , ,N/A,12.0412,13.2502, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Embezzlement/Extortion, , ,Perpetrated, , , ,16/10/2022,08:42,nga:634bb838,13.2502,12.0412
852,Verified,GF/NA set several bags of beans on fire. The beans were kept by farmers suspected to be OAG accomplices to present to OAG operatives as informal taxes. This followed a tip-off provided by a suspected to be OAG accomplice that had been arrested by GF on 1,12/10/2022,4th, ,Nigeria,nga,Borno,NG008,Monguno,NG008024,Monguno,NGA22707, , , , ,Population Centre Outskirts,12.671276,13.616704,Tampolla,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Hand to Hand,Arson, ,Perpetrated, , , ,18/10/2022,16:11,nga:634ec37d,13.616704,12.671276
853,Verified,"OAG/ISWAP operatives with rifles arrived on several motorcycles and fired shots at civilians. They shot and killed two civilians, injured another two, while others were able to flee. Subsequently, the operatives stole four motorcycles, set on fire five s",11/10/2022,4th,19:00,Nigeria,nga,Borno,NG008,Biu,NG008005,Chara,NGA13964, , , , ,N/A,10.8843,11.9652, ,OAG,ISWAP, , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,12/10/2022,10:44,nga:63468e5f,11.9652,10.8843
854,Verified,GF/NPF fired small arms fire into the air as celebratory shots in their base. No casualties were reported.,11/10/2022,4th,19:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Pulka,NGA17265, , , , ,Minor Outpost or Camp (Any actor),11.224957,13.781282,GF Position,Government Forces,Police,Nigerian Police Force (NPF), ,Unknown Actor, , , , , , , ,Accident,Celebratory Gunfire, , ,Perpetrated, , , ,13/10/2022,11:02,nga:6347e4d6,13.781282,11.224957
855,Verified,"GF/NA acting on a tip-off, arrested four individuals that sell fuel in jerricans and seized their fuel, on suspicion that they were OAG logistics suppliers. Subsequently, GF broke into several shops within the town and seized several jerricans of fuel.",11/10/2022,4th,16:00,Nigeria,nga,Borno,NG008,Kaga,NG008014,Ngamdu,NGA18863, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.7593,12.2561, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,12/10/2022,13:52,nga:6346bb0f,12.2561,11.7593
856,Verified,"OAG operatives with rifles, set up an informal VCP along the road and attempted to stop a civilian vehicle in transit. The driver refused to stop, prompting the operatives to shoot at the vehicle. The gunshots partly damaged the vehicle and injured two m",11/10/2022,4th,16:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Guja,NGA13255, , , , ,Vehicle Check Point (VCP),11.39037,13.76398, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, ,BAMA - PULKA RD, ,13/10/2022,08:38,nga:6347c210,13.76398,11.39037
857,Verified,"OAG operatives with rifles arrived on foot and kidnapped three male civilians while the were working on a farmland. Shortly after, the operatives contacted their family members and demanded a ransom of 2.5 million Naira.",11/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Mafa,NG008019,Tamsu Ngamduwa,NGA20524, , , , ,Farmland,11.8279,13.2768, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, , , ,12/10/2022,09:57,nga:63468303,13.2768,11.8279
858,Verified,OAG operatives with rifles ambushed a tricycle truck in transit along a secondary road. The operatives shot and killed four male civilians and injured another. Nearby GF/NA deployed to the area upon hearing the gunshots. The operatives withdrew upon sigh,11/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Bokko Ghide,NGA100482, , , , ,Road/Roadside,11.1761,13.79357,Bokko-Pulka Secondary Road,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,12/10/2022,09:20,nga:634678db,13.79357,11.1761
859,Verified,"GF/NA on patrol along a secondary road, sighted OAG operatives on foot and opened small arms fire at them. They killed two operatives and arrested another, while other operatives fled.",11/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Wudula,NGA100628, , , , ,Road/Roadside,11.6046,13.4774,Secondary Road,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,12/10/2022,10:05,nga:634685dd,13.4774,11.6046
860,Verified,Six OAG operatives with rifles arrived at a farmland and abducted three male farmers while they were farming.,11/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Baram Kauwa,NGA100520, , , , ,Farmland,11.8472,13.25, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,12/10/2022,10:29,nga:63468af4,13.25,11.8472
861,Verified,"GF/NA temporarily restricted vehicular movements to conduct a clearance operation along the road, following an OAG/ISWAP ambush against GF/NA that took place on same day at Mbuli at 1000hrs. GF reopened the road section the following day at 1000hrs.",11/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Ngala,NGA22844, , , , ,Road/Roadside,12.33889,14.16896, ,Government Forces,Army,Nigerian Army (NA), ,General Public,Other General Public, , , , , , ,Misc. Events,Other Misc. Events, , ,Perpetrated, ,NGALA - DIKWA RD, ,12/10/2022,09:57,nga:634681cd,14.16896,12.33889
862,Verified,"GF/NA temporarily restricted vehicular movements to conduct a clearance operation along the road, following an OAG/ISWAP ambush against GF/NA that took place on same day at Mbuli at 1000hrs. GF reopened the road section the following day at 1000hrs.",11/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Dikwa,NGA15147, , , , ,Road/Roadside,12.04861,13.92973, ,Government Forces,Army,Nigerian Army (NA), ,General Public,Other General Public, , , , , , ,Misc. Events,Other Misc. Events, , ,Perpetrated, ,NGALA - DIKWA RD, ,12/10/2022,09:51,nga:634682a7,13.92973,12.04861
863,Verified,"OAG operatives with rifles arrived on foot and gathered residents of the area and demanded that each farmer must pay 2,000 Naira as informal taxation before accessing farmland. The operatives also made a similar demand to the residents of Giddai area in",11/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Mafa,NG008019,Ladin Mbuta,NGA100655, , , , ,N/A,12.0412,13.2502, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Threat,Armed Threat (Firearm), , ,Perpetrated, , , ,16/10/2022,08:39,nga:634bb5eb,13.2502,12.0412
864,Verified,"OAG operatives with rifles arrived on foot and gathered residents of the area and demanded that each farmer must pay 2,000 Naira as informal taxation before accessing farmland. The operatives also made a similar demand to the residents of Ladin Mbuta are",11/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Gidde,NGA18353, , , , ,N/A,12.002151,13.249381, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Threat,Armed Threat (Firearm), , ,Perpetrated, , , ,16/10/2022,08:49,nga:634bbb3b,13.249381,12.002151
865,Verified,"OAG operatives with rifles, fired gunshots, prompting farmers working on farmlands to flee. GF/CJTF upon information received, deployed to the area and exchanged fire with the operatives until the operatives withdrew. During the armed clash, CJTF shot an",11/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Bulabulin,NGA19261, , , , ,Farmland,11.5773,13.53877, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,12/10/2022,08:34,nga:6346709a,13.53877,11.5773
866,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and robbed the passengers of money and other valuables before allowing them to continue their journey. Additionally, the operatives stop",11/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Guzamala,NG008010,Ali Gambori,NGA16383, , , , ,Vehicle Check Point (VCP),12.6608,13.3722, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MONGUNO - GAJIRAM RD, ,12/10/2022,08:55,nga:634675f3,13.3722,12.6608
867,Verified,"GF/NA trailed and attacked OAG/ISWAP operatives in the location after they had ambushed a GF/NA convoy at Mbuli, Ngala LGA, about an hour earlier. During the armed clash, GF killed at least two operatives, while the operatives shot and injured three GF/N",11/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Marte,NG008022,Jiburillaram,NGAJi1649061507156, , , , ,N/A,12.7159,13.97369, ,Government Forces,Army,Nigerian Army (NA), ,OAG,ISWAP, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,14/10/2022,10:04,nga:634928e7,13.97369,12.7159
869,Verified,"OAG/ISWAP operatives with rifles and a road-planted IED, detonated the IED and opened small arms fire at the GF convoy. GF in the convoy engaged the operatives until the operatives retreated upon sighting a GF reinforcement team from Ngala town approachi",11/10/2022,4th,10:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Mbuli,NGA22829, , , , ,Road/Roadside,12.30874,14.1388,Mbuli Bridge,OAG,ISWAP, , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Combination,CO1: SALW + Explosives, ,Perpetrated, ,NGALA - DIKWA RD, ,12/10/2022,10:37,nga:63468c5b,14.1388,12.30874
871,Verified,"GF/National Drug Law Enforcement Agency (NDLEA) members, set up a VCP along the road and stopped a private vehicle in transit. The driver refused to stop, prompting them to chase the vehicle into the town. GF/NPF in the town sighted the NDLEA members cha",11/10/2022,4th,09:00,Nigeria,nga,Yobe,NG036,Gujba,NG036007,Buni Yadi,NGA25383, , , , ,Vehicle Check Point (VCP),11.28558,11.99926, ,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, ,DAMATURU - GUJBA RD, ,12/10/2022,08:58,nga:63467605,11.99926,11.28558
872,Verified,"GF/NA, together with GF/CJTF, conducted an operation against OAGs in this location, Bari Koraram, Kudakurgu, Ngrimeri, Langa Jiri and Dunamiri. No contacts were reported as the operatives fled on sighting GF approaching the areas. GF recovered 12 bags of",11/10/2022,4th,09:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Bandamari,NGA12322, , , , ,Minor Outpost or Camp (Any actor),13.635073,13.347521,OAG Camps,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Recover / Seize, , , ,Perpetrated, , , ,18/10/2022,08:50,nga:634e5c84,13.347521,13.635073
873,Verified,"OAG/ISWAP operatives with rifles ambushed a GF/NA convoy at the northeastern outskirts of the town along a secondary road. GF/NA engaged the operatives until the operatives retreated. During the armed clash, the operatives shot and injured three GF/NA me",11/10/2022,4th,07:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Banki,NGA13085, , , , ,Road/Roadside,11.27036,14.16555,Banki-Kumshe Secondary Road,OAG,ISWAP, , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,11/10/2022,17:39,nga:63459ced,14.16555,11.27036
880,Verified,"GF/NPF on patrol arrested two individuals and a tricycle rider with human skeleton parts and recovered them, while they were in transit along a secondary road. During interrogation, the individuals disclosed the whereabouts of two other accomplices, prom",11/10/2022,4th, ,Nigeria,nga,Adamawa,NG002,Fufore,NG002002,Marware,NGA9592, , , , ,Road/Roadside,9.483333,13, ,Government Forces,Police,Nigerian Police Force (NPF), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,14/10/2022,11:30,nga:63493d6d,13,9.483333
881,Verified,"GF/NPF, upon information received from two criminals earlier arrested on the same day at Marware, Fufore LGA, arrested a male and a female criminal accomplice at their private residences. The accomplices allegedly buy human skeletal parts from the crimin",11/10/2022,4th, ,Nigeria,nga,Adamawa,NG002,Fufore,NG002002,Faran II,NGA46e94e448ee648e82a06efbebb629c54, , , , ,Private Residence,9.583333,12.916667, ,Government Forces,Police,Nigerian Police Force (NPF), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,14/10/2022,12:05,nga:63494310,12.916667,9.583333
882,Verified,"A GF/NA member stole ammunition from an armory in the GF base. While leaving the base, other GF/NA members recovered the ammunition and arrested him.",11/10/2022,4th, ,Nigeria,nga,Borno,NG008,Kaga,NG008014,Mainok,NGA18813, , , , ,Major Base or Station (Any actor),11.8288,12.6345,GF Base,Government Forces,Army,Nigerian Army (NA), ,Government Forces,Army,Nigerian Army (NA), , , , , ,Theft,Robbery, , ,Attempted, , , ,14/10/2022,14:39,nga:634969e4,12.6345,11.8288
885,Verified,"OAG/ISWAP operatives with rifles arrived on several motorcycles and parked them at the outskirts of the town. They infiltrated the location on foot and opened small arms fire towards civilians, prompting the civilians to flee. Subsequently, the operative",10/10/2022,4th,18:00,Nigeria,nga,Borno,NG008,Hawul,NG008012,Juhuhui,NGA17719, , , , ,Private Residence,10.610623,12.491133, ,OAG,ISWAP, , ,General Public,Identity Group,Religious Group, , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,11/10/2022,17:23,nga:63459aea,12.491133,10.610623
886,Verified,"Four OAG operatives with rifles aboard two motorcycles, shot and killed a male farmer and abducted another. Subsequently, they contacted the relatives of the abductee to demand a ransom of 1.5 million Naira.",10/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Baram Kauwa,NGA100520, , , , ,Farmland,11.8472,13.25, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, , , ,12/10/2022,10:13,nga:634686e5,13.25,11.8472
887,Verified,"OAG operatives armed with rifles arrived on two motorcycles, two bicycles, and others on foot with six carts and stole borehole materials. The local guard of the farm saw the operatives approaching and fled. Following the incident, GF/NA arrested at leas",10/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Monguno,NG008024,Monguno,NGA22707, , , , ,Population Centre Outskirts,12.671276,13.616704,"Gwallan, Borehole",Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,18/10/2022,15:48,nga:634ebf1f,13.616704,12.671276
889,Verified,"Suspected OAG/ISWAP operatives with rifles attacked another group of suspected OAG/ISWAP operatives, prompting the operatives to return fire until one group retreated. During the armed clash, at least 30 operatives were  killed from both groups. Reports",10/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Marte,NG008022,Bulawo,NGA21599, , , , ,N/A,12.345415,13.914508, ,OAG,Unknown OAG (NGA), , ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,12/10/2022,13:09,nga:6346af47,13.914508,12.345415
890,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and robbed the occupants of money and other valuables before allowing them to continue their journey. Additionally, the operatives robbe",10/10/2022,4th,13:00,Nigeria,nga,Borno,NG008,Nganzai,NG008026,Mile 40,NGA23472, , , , ,Vehicle Check Point (VCP),12.38147,13.15387, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MAIDUGURI - GAJIRAM RD, ,11/10/2022,13:56,nga:63456b40,13.15387,12.38147
891,Verified,OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and robbed the passengers of money and other valuables before allowing them to continue their journey.,10/10/2022,4th,13:00,Nigeria,nga,Borno,NG008,Magumeri,NG008020,Karnowa,NGA20980, , , , ,Vehicle Check Point (VCP),12.14175,13.07344, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MAIDUGURI - GAJIRAM RD, ,11/10/2022,14:06,nga:63456c24,13.07344,12.14175
892,Verified,"GF/CJTF members ambushed OAG operatives while they were crossing a secondary road, prompting the operatives to return fire. During the armed clash, CJTF shot and killed six operatives and recovered two rifles from them.",10/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Lawanti,NGA19513, , , , ,Road/Roadside,11.585056,13.48062,Lawanti-Mairamri Secondary Road,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,11/10/2022,14:12,nga:63456e82,13.48062,11.585056
893,Verified,"OAG operatives with rifles, arrived a farmland on three motorcycles and abducted six male farmers. Shortly after, they contacted the family members and demanded a ransom of five million Naira.",10/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Baram Kauwa,NGA100520, , , , ,Farmland,11.8472,13.25, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, , , ,11/10/2022,16:03,nga:63458966,13.25,11.8472
894,Verified,"OAG operatives with rifles arrived on foot and carts and robbed farmers of their farm produce. They warned the farmers to stop harvesting their farm produce, stating that they will harvest the crops for their commanders.",10/10/2022,4th,09:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Goneri Kadawye,NGAb16943569c7f3f3001bd0e466b8717c8, , , , ,Farmland,11.63402,13.4501, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,11/10/2022,12:10,nga:63454fb8,13.4501,11.63402
895,Verified,"GF/NA arrested a male civilian suspected to be an OAG accomplice while he attempted to smuggle recharge cards, tramadol and fabric for sewing vigilante uniforms out of the town. GF seized the items.",10/10/2022,4th,09:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Kanduga,NGA19436, , , , ,Minor Outpost or Camp (Any actor),11.64358,13.42514,GF Checkpoint,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, ,KONDUGA - BAMA RD, ,11/10/2022,12:45,nga:63455abf,13.42514,11.64358
896,Verified,OAG operatives with rifles arrived a farmland on foot and stole farm produce.,10/10/2022,4th,09:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Yaleri Kurna,NGA19723, , , , ,Farmland,11.67896,13.414, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,12/10/2022,08:40,nga:63467254,13.414,11.67896
897,Verified,"Six OAG/ISWAP operatives with rifles, arrived on foot and crossed the security trench. Nearby vigilante members upon sighting the operatives, open small arms fire at them, prompting the operatives to return fire. During the armed clash, the operatives sh",10/10/2022,4th,00:00,Nigeria,nga,Adamawa,NG002,Madagali,NG002010,Kircinga,NGA11146, , , , ,Population Centre Outskirts,10.782845,13.355624, ,OAG,ISWAP, , ,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,10/10/2022,12:26,nga:63440432,13.355624,10.782845
898,Verified,"OAG/ISWAP operatives exchanged small arms fire with GF/CJTF together with vigilantes until the operatives withdrew from the area. During the armed clash, GF killed two operatives and recovered one rifle from them, while four civilians within the town sus",09/10/2022,4th,23:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Warrabe,NGA100506, , , , ,N/A,11.184,13.7552, ,OAG,ISWAP, , ,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), , , , , ,Attack,Combination,CO1: SALW + Explosives, ,Perpetrated, , , ,11/10/2022,12:01,nga:63454e4e,13.7552,11.184
900,Verified,GF/NA fired small arms fire into the air as celebratory shots in their base. No casualties were reported.,09/10/2022,4th,16:00,Nigeria,nga,Borno,NG008,Damboa,NG008007,Damboa,NGA14847, , , , ,Minor Outpost or Camp (Any actor),11.150664,12.759583,GF Position,Government Forces,Army,Nigerian Army (NA), ,Unknown Actor, , , , , , , ,Accident,Celebratory Gunfire, , ,Perpetrated, , , ,10/10/2022,22:15,nga:63448d87,12.759583,11.150664
902,Verified,"OAG operatives with rifles arrived at a farmland on four motorcycles, shot and killed a male farmer, abducted another, while other farmers escaped.",09/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Maitari,NGA19535, , , , ,Farmland,11.68814,13.36068, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,10/10/2022,22:21,nga:63448f90,13.36068,11.68814
903,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit and robbed the passengers of money, mobile phones and other valuables before allowing them to continue their journey.",09/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Gajibo,NGA15158, , , , ,Vehicle Check Point (VCP),12.11211,13.98753, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,NGALA - DIKWA RD, ,10/10/2022,22:03,nga:63448986,13.98753,12.11211
904,Verified,OAG operatives with rifles arrived at farmland on foot and robbed farmers of their bicycles.,09/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Sandia,NGA100623, , , , ,Farmland,11.22834,12.80903, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,10/10/2022,22:08,nga:63448bf1,12.80903,11.22834
905,Verified,"OAG operatives with rifles arrived on motorcycles at a school. Subsequently, the operatives removed and stole the roofing sheets of the buildings.",09/10/2022,4th,12:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Ngulde,NGA12913, , , , ,Education Facility,10.666106,12.544591, ,OAG,Unknown OAG (NGA), , ,General Public,Identity Group,Education, , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,11/10/2022,14:45,nga:634574bc,12.544591,10.666106
907,Verified,Two OAG operatives with rifles arrived at a farmland on foot and robbed farmers of at least 30 mobile phones and two bicycles. No casualties were reported.,09/10/2022,4th,11:00,Nigeria,nga,Borno,NG008,Damboa,NG008007,Wass,NGA15095, , , , ,Farmland,11.180732,12.82873, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,09/10/2022,21:38,nga:634334b2,12.82873,11.180732
909,Verified,"GF/CJTF members ambushed OAG operatives with small arms fire while the operatives were in transit along a secondary road. The operatives returned fire and eventually withdrew from the area. During the armed clash, CJTF members shot and killed seven opera",09/10/2022,4th,08:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Bula Munjari,NGA13166, , , , ,Road/Roadside,11.48295,13.78903,Bula Munjari-Soye Secondary Road,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,11/10/2022,12:15,nga:6345541d,13.78903,11.48295
910,Verified,"GF/CJTF acting on a tip-off, ambushed OAG operatives along a secondary road, prompting the operatives to return fire. The armed clash lasted for several minutes until the operatives retreated. During the armed clash, CJTF shot and killed six operatives,",09/10/2022,4th,06:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Chingori,NGA19292, , , , ,Road/Roadside,11.78667,13.6694,Secondary Road,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,11/10/2022,08:55,nga:634523ea,13.6694,11.78667
911,Verified,OAG operatives with rifles arrived on foot and infiltrated a Fulani settlement at the outskirts of the town. They abducted a male civilian in his residence and fired shots into the air while withdrawing. Nearby vigilantes upon hearing the gunshots went t,09/10/2022,4th,02:00,Nigeria,nga,Adamawa,NG002,Madagali,NG002010,Duhu,NGA11124, , , , ,Private Residence,10.787491,13.451223,Hurum,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,10/10/2022,11:53,nga:6343fce7,13.451223,10.787491
914,Verified,"OAG operatives with rifles arrived on foot, broke into a private residence and robbed the occupants of foodstuff. No casualties were reported.",08/10/2022,4th,23:00,Nigeria,nga,Adamawa,NG002,Madagali,NG002010,Mildo,NGA100270, , , , ,Private Residence,10.8013,13.579, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,10/10/2022,12:07,nga:6343fd99,13.579,10.8013
